//0																					
//Oxygen,  1.07
//Nitrate, 3,1,4,0
//Nitrate, 4,1,-2.5,0
//Nitrate, 9, 1, 1,0
//Nitrate, 177, 1, 0, 150
//Nitrate, 184, 1, 0, 20
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth [m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
5146SoOcn	 5	C	02/24/2008	10:07	  30.378	-50.362		    46.23	0	  4.2029	0	33.7654	0	26.715	0	323.57	0	99.65	0	24.82	0
5146SoOcn	 5	C	02/24/2008	10:07	  30.378	-50.362		    41.63	0	  4.2045	0	33.7656	0	26.715	0	323.78	0	99.72	0	24.61	0
5146SoOcn	 5	C	02/24/2008	10:07	  30.378	-50.362		    36.15	0	  4.2044	0	33.7653	0	26.715	0	324.00	0	99.79	0	25.07	0
5146SoOcn	 5	C	02/24/2008	10:07	  30.378	-50.362		    31.46	0	  4.2038	0	33.7654	0	26.715	0	323.89	0	99.76	0	24.54	0
5146SoOcn	 5	C	02/24/2008	10:07	  30.378	-50.362		    26.74	0	  4.2036	0	33.7659	0	26.715	0	324.10	0	99.82	0	24.54	0
5146SoOcn	 5	C	02/24/2008	10:07	  30.378	-50.362		    20.87	0	  4.2067	0	33.7653	0	26.715	0	324.32	0	99.89	0	24.65	0
5146SoOcn	 5	C	02/24/2008	10:07	  30.378	-50.362		    15.70	0	  4.2086	0	33.7650	0	26.714	0	324.21	0	99.87	0	24.39	0
5146SoOcn	 5	C	02/24/2008	10:07	  30.378	-50.362		    11.61	0	  4.2095	0	33.7641	0	26.713	0	324.42	0	99.93	0	24.67	0
5146SoOcn	 5	C	02/24/2008	10:07	  30.378	-50.362		     7.75	0	  4.2121	0	33.7633	0	26.712	0	324.32	0	99.91	0	24.62	0
5146SoOcn	 5	C	02/24/2008	10:07	  30.378	-50.362																	
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   996.06	0	  2.5300	0	34.6595	0	27.622	0	176.23	0	52.39	0	34.44	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   951.30	0	  2.4843	0	34.6300	0	27.603	0	174.09	0	51.69	0	34.46	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   901.60	0	  2.4648	0	34.6065	0	27.585	0	172.16	0	51.08	0	35.72	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   851.21	0	  2.4680	0	34.5892	0	27.571	0	171.63	0	50.92	0	36.02	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   801.47	0	  2.4931	0	34.5641	0	27.548	0	172.27	0	51.14	0	35.82	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   751.05	0	  2.4010	0	34.5199	0	27.521	0	171.74	0	50.84	0	36.49	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   701.20	0	  2.3719	0	34.4885	0	27.498	0	173.23	0	51.24	0	37.32	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   651.19	0	  2.5030	0	34.4677	0	27.469	0	176.98	0	52.51	0	36.98	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   601.41	0	  2.4883	0	34.4394	0	27.447	0	180.62	0	53.56	0	36.36	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   551.06	0	  2.4901	0	34.3936	0	27.409	0	185.75	0	55.07	0	36.95	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   501.08	0	  2.5170	0	34.3609	0	27.38	0	191.96	0	56.93	0	36.98	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   450.90	0	  2.5730	0	34.3252	0	27.346	0	200.30	0	59.48	0	35.43	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   401.20	0	  2.6079	0	34.2896	0	27.313	0	209.61	0	62.28	0	36.16	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   381.19	0	  2.5739	0	34.2635	0	27.295	0	215.71	0	64.03	0	35.97	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   361.07	0	  2.6162	0	34.2424	0	27.274	0	220.63	0	65.55	0	35.16	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   351.25	0	  2.6180	0	34.2344	0	27.267	0	223.52	0	66.41	0	34.84	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   340.19	0	  2.6119	0	34.2216	0	27.257	0	227.16	0	67.47	0	34.50	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   330.70	0	  2.6184	0	34.2104	0	27.248	0	229.62	0	68.21	0	34.50	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   321.26	0	  2.6261	0	34.2055	0	27.243	0	231.87	0	68.89	0	33.96	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   310.82	0	  2.6353	0	34.1958	0	27.234	0	234.76	0	69.76	0	34.10	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   301.59	0	  2.6414	0	34.1879	0	27.227	0	237.11	0	70.46	0	34.17	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   291.20	0	  2.6704	0	34.1789	0	27.217	0	239.47	0	71.21	0	34.14	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   280.96	0	  2.6901	0	34.1741	0	27.211	0	241.71	0	71.91	0	33.57	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   270.87	0	  2.7132	0	34.1650	0	27.201	0	244.17	0	72.68	0	33.37	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   260.74	0	  2.7264	0	34.1583	0	27.194	0	246.85	0	73.50	0	33.11	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   250.50	0	  2.7493	0	34.1490	0	27.185	0	249.52	0	74.33	0	32.66	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   240.73	0	  2.7794	0	34.1403	0	27.174	0	251.56	0	74.99	0	33.52	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   230.90	0	  2.7992	0	34.1335	0	27.167	0	253.80	0	75.70	0	32.68	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   221.42	0	  2.8571	0	34.1245	0	27.154	0	256.05	0	76.47	0	32.99	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   211.59	0	  2.8688	0	34.1209	0	27.15	0	257.98	0	77.07	0	32.72	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   201.09	0	  2.8970	0	34.1133	0	27.141	0	260.01	0	77.73	0	32.76	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   191.31	0	  2.9195	0	34.1078	0	27.134	0	260.87	0	78.02	0	32.30	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   181.45	0	  2.9756	0	34.0773	0	27.103	0	265.04	0	79.36	0	31.79	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   171.30	0	  2.8697	0	34.0156	0	27.064	0	275.85	0	82.35	0	30.82	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   161.65	0	  2.7583	0	33.9584	0	27.028	0	287.51	0	85.56	0	29.98	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   151.51	0	  2.8160	0	33.9300	0	26.999	0	298.00	0	88.79	0	29.12	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   140.80	0	  2.7819	0	33.9092	0	26.986	0	303.13	0	90.23	0	28.41	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   131.11	0	  2.8252	0	33.8541	0	26.936	0	309.66	0	92.24	0	27.17	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   121.24	0	  3.2910	0	33.8026	0	26.846	0	317.68	0	95.70	0	25.24	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   111.49	0	  3.9232	0	33.7620	0	26.744	0	318.43	0	97.40	0	24.95	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		   101.59	0	  4.2005	0	33.7750	0	26.723	0	322.18	0	99.23	0	23.98	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    96.42	0	  4.2106	0	33.7783	0	26.725	0	322.28	0	99.29	0	23.92	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    91.32	0	  4.2091	0	33.7778	0	26.725	0	322.18	0	99.25	0	24.46	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    86.54	0	  4.2124	0	33.7781	0	26.724	0	322.39	0	99.32	0	23.81	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    81.61	0	  4.2162	0	33.7772	0	26.723	0	322.28	0	99.30	0	23.97	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    75.90	0	  4.2230	0	33.7782	0	26.723	0	322.39	0	99.35	0	24.52	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    71.19	0	  4.2182	0	33.7791	0	26.725	0	322.61	0	99.40	0	24.94	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    66.09	0	  4.2209	0	33.7779	0	26.723	0	322.82	0	99.48	0	24.88	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    61.67	0	  4.2195	0	33.7776	0	26.723	0	323.03	0	99.54	0	23.92	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    56.43	0	  4.2212	0	33.7809	0	26.726	0	323.14	0	99.58	0	23.92	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    51.34	0	  4.2286	0	33.7773	0	26.722	0	323.25	0	99.63	0	24.39	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    46.63	0	  4.2291	0	33.7776	0	26.722	0	323.25	0	99.63	0	24.07	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    41.02	0	  4.2285	0	33.7769	0	26.722	0	323.46	0	99.69	0	25.45	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    36.09	0	  4.2282	0	33.7757	0	26.721	0	323.35	0	99.66	0	24.61	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    31.62	0	  4.2278	0	33.7758	0	26.721	0	323.57	0	99.72	0	24.27	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    26.67	0	  4.2266	0	33.7756	0	26.721	0	323.57	0	99.72	0	24.33	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    21.69	0	  4.2298	0	33.7751	0	26.72	0	323.68	0	99.76	0	24.86	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    16.68	0	  4.2321	0	33.7740	0	26.719	0	323.68	0	99.76	0	24.59	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		    11.36	0	  4.2326	0	33.7709	0	26.716	0	323.89	0	99.83	0	24.43	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405		     6.86	0	  4.2352	0	33.7702	0	26.715	0	323.78	0	99.80	0	24.20	0
5146SoOcn	 6	C	02/25/2008	10:15	  30.479	-50.405																	
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   998.61	0	  2.5282	0	34.6563	0	27.62	0	175.91	0	52.29	0	34.14	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   950.85	0	  2.4929	0	34.6339	0	27.605	0	173.77	0	51.60	0	34.55	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   900.70	0	  2.4667	0	34.6027	0	27.582	0	171.95	0	51.02	0	35.35	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   851.14	0	  2.4836	0	34.5870	0	27.568	0	171.84	0	51.00	0	36.51	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   801.19	0	  2.4831	0	34.5662	0	27.551	0	172.06	0	51.06	0	36.56	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   751.67	0	  2.3974	0	34.5259	0	27.526	0	171.63	0	50.81	0	36.81	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   700.63	0	  2.4189	0	34.4865	0	27.492	0	173.77	0	51.46	0	36.71	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   651.55	0	  2.4890	0	34.4615	0	27.465	0	177.19	0	52.55	0	36.34	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   601.20	0	  2.4898	0	34.4231	0	27.434	0	181.26	0	53.75	0	36.97	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   551.36	0	  2.5097	0	34.3917	0	27.406	0	186.39	0	55.29	0	37.01	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   501.51	0	  2.5918	0	34.3548	0	27.368	0	194.42	0	57.77	0	36.62	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   450.97	0	  2.6122	0	34.3169	0	27.335	0	202.87	0	60.30	0	36.12	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   401.47	0	  2.5972	0	34.2615	0	27.291	0	215.82	0	64.10	0	35.12	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   381.66	0	  2.6163	0	34.2455	0	27.276	0	221.06	0	65.68	0	35.22	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   358.92	0	  2.6204	0	34.2116	0	27.248	0	229.62	0	68.21	0	34.75	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   351.11	0	  2.6209	0	34.2102	0	27.247	0	231.66	0	68.82	0	34.62	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   340.67	0	  2.6335	0	34.2031	0	27.24	0	232.83	0	69.19	0	34.66	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   331.40	0	  2.6461	0	34.1948	0	27.232	0	234.65	0	69.74	0	34.68	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   320.91	0	  2.6586	0	34.1874	0	27.225	0	237.43	0	70.59	0	34.34	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   311.51	0	  2.6761	0	34.1790	0	27.216	0	239.89	0	71.35	0	34.17	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   300.89	0	  2.6786	0	34.1720	0	27.21	0	242.25	0	72.05	0	33.91	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   291.65	0	  2.6965	0	34.1663	0	27.204	0	244.17	0	72.65	0	33.85	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   281.49	0	  2.7058	0	34.1635	0	27.201	0	245.67	0	73.11	0	33.92	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   271.65	0	  2.7320	0	34.1544	0	27.191	0	247.81	0	73.79	0	33.36	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   260.89	0	  2.7423	0	34.1482	0	27.185	0	250.06	0	74.48	0	33.08	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   251.50	0	  2.7747	0	34.1388	0	27.174	0	251.88	0	75.08	0	33.40	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   241.59	0	  2.8034	0	34.1312	0	27.165	0	254.66	0	75.96	0	33.83	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   231.22	0	  2.8799	0	34.1239	0	27.151	0	256.91	0	76.77	0	33.03	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   221.09	0	  2.9304	0	34.1167	0	27.14	0	259.05	0	77.50	0	31.80	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   210.99	0	  2.9715	0	34.0969	0	27.12	0	262.04	0	78.47	0	32.62	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   201.53	0	  2.9945	0	34.0876	0	27.11	0	265.36	0	79.50	0	32.00	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   191.33	0	  2.8979	0	34.0537	0	27.092	0	271.57	0	81.15	0	31.80	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   181.29	0	  2.8360	0	34.0167	0	27.068	0	279.70	0	83.43	0	31.05	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   170.96	0	  2.7755	0	33.9929	0	27.055	0	283.87	0	84.53	0	30.13	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   161.03	0	  2.7019	0	33.9552	0	27.031	0	289.65	0	86.07	0	30.53	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   151.40	0	  2.6547	0	33.9187	0	27.006	0	300.56	0	89.19	0	29.51	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   141.44	0	  2.6049	0	33.8934	0	26.99	0	307.73	0	91.19	0	28.56	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   130.73	0	  2.5957	0	33.8778	0	26.979	0	311.80	0	92.36	0	27.45	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   121.23	0	  2.7300	0	33.8638	0	26.954	0	315.54	0	93.77	0	26.79	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   111.21	0	  2.8352	0	33.8513	0	26.933	0	317.79	0	94.68	0	26.59	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		   101.72	0	  3.1425	0	33.8102	0	26.868	0	320.14	0	96.09	0	25.87	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    96.04	0	  3.7657	0	33.7762	0	26.773	0	321.00	0	97.82	0	24.49	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    91.07	0	  4.1103	0	33.7771	0	26.735	0	321.21	0	98.71	0	24.79	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    86.70	0	  4.2057	0	33.7775	0	26.725	0	322.18	0	99.24	0	24.83	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    81.08	0	  4.2003	0	33.7784	0	26.726	0	322.93	0	99.46	0	24.07	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    76.66	0	  4.2061	0	33.7804	0	26.727	0	322.82	0	99.44	0	23.84	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    71.58	0	  4.2063	0	33.7800	0	26.727	0	323.03	0	99.51	0	24.57	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    66.05	0	  4.2077	0	33.7803	0	26.727	0	323.25	0	99.58	0	24.55	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    61.55	0	  4.2078	0	33.7801	0	26.727	0	323.14	0	99.54	0	24.64	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    56.34	0	  4.2100	0	33.7801	0	26.726	0	323.35	0	99.62	0	25.38	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    51.11	0	  4.2085	0	33.7799	0	26.726	0	323.25	0	99.58	0	24.73	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    46.47	0	  4.2088	0	33.7794	0	26.726	0	323.78	0	99.74	0	24.85	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    41.01	0	  4.2081	0	33.7796	0	26.726	0	323.68	0	99.71	0	25.43	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    36.15	0	  4.2129	0	33.7788	0	26.725	0	323.78	0	99.75	0	24.51	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    31.47	0	  4.2145	0	33.7785	0	26.724	0	324.00	0	99.82	0	24.90	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    26.12	0	  4.2155	0	33.7785	0	26.724	0	324.21	0	99.89	0	24.45	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    21.84	0	  4.2141	0	33.7787	0	26.725	0	324.21	0	99.89	0	24.35	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    16.71	0	  4.2143	0	33.7785	0	26.724	0	324.10	0	99.86	0	24.25	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		    11.64	0	  4.2171	0	33.7776	0	26.723	0	324.32	0	99.93	0	25.27	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452		     7.51	0	  4.2181	0	33.7769	0	26.723	0	324.21	0	99.90	0	24.89	0
5146SoOcn	 7	C	02/26/2008	10:31	  30.613	-50.452																	
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   998.68	0	  2.5145	0	34.6578	0	27.623	0	176.02	0	52.31	0	34.54	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   951.33	0	  2.5024	0	34.6364	0	27.606	0	174.20	0	51.74	0	35.31	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   900.56	0	  2.4635	0	34.6072	0	27.586	0	172.16	0	51.08	0	35.82	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   851.13	0	  2.4531	0	34.5827	0	27.567	0	171.74	0	50.93	0	35.97	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   801.26	0	  2.4721	0	34.5576	0	27.545	0	171.84	0	50.98	0	36.73	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   751.39	0	  2.3513	0	34.5132	0	27.52	0	171.84	0	50.81	0	37.12	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   701.14	0	  2.4625	0	34.4955	0	27.495	0	174.20	0	51.64	0	36.59	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   651.57	0	  2.5281	0	34.4686	0	27.467	0	177.30	0	52.64	0	36.68	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   601.62	0	  2.4054	0	34.4200	0	27.439	0	181.26	0	53.63	0	36.86	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   550.94	0	  2.5158	0	34.3981	0	27.411	0	185.65	0	55.07	0	36.82	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   501.66	0	  2.5899	0	34.3588	0	27.371	0	193.35	0	57.45	0	36.86	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   451.39	0	  2.6180	0	34.3062	0	27.326	0	204.37	0	60.75	0	35.54	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   401.20	0	  2.6070	0	34.2524	0	27.283	0	219.46	0	65.19	0	35.55	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   379.42	0	  2.6186	0	34.2225	0	27.257	0	226.63	0	67.33	0	34.75	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   361.08	0	  2.6253	0	34.2066	0	27.244	0	231.66	0	68.82	0	34.68	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   350.54	0	  2.6490	0	34.1952	0	27.232	0	234.76	0	69.78	0	34.46	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   341.21	0	  2.6674	0	34.1848	0	27.222	0	237.54	0	70.64	0	34.20	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   330.83	0	  2.6778	0	34.1778	0	27.215	0	240.43	0	71.51	0	33.55	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   321.35	0	  2.6923	0	34.1730	0	27.21	0	242.46	0	72.14	0	34.35	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   310.91	0	  2.7036	0	34.1693	0	27.206	0	244.07	0	72.64	0	33.11	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   301.50	0	  2.7176	0	34.1666	0	27.202	0	245.14	0	72.98	0	33.82	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   290.46	0	  2.7251	0	34.1610	0	27.197	0	246.10	0	73.28	0	33.31	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   280.70	0	  2.7489	0	34.1514	0	27.187	0	248.78	0	74.11	0	33.17	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   271.43	0	  2.7640	0	34.1469	0	27.181	0	250.06	0	74.52	0	33.62	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   261.13	0	  2.8116	0	34.1348	0	27.167	0	252.63	0	75.37	0	32.61	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   251.24	0	  2.8510	0	34.1295	0	27.158	0	255.20	0	76.21	0	33.28	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   240.70	0	  2.8770	0	34.1229	0	27.15	0	257.55	0	76.96	0	33.04	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   231.01	0	  2.8819	0	34.1201	0	27.148	0	258.19	0	77.16	0	31.91	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   221.51	0	  2.9141	0	34.1111	0	27.137	0	260.22	0	77.82	0	32.46	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   211.30	0	  2.9402	0	34.1052	0	27.13	0	262.26	0	78.48	0	32.44	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   200.94	0	  2.9618	0	34.0919	0	27.117	0	264.72	0	79.25	0	31.74	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   191.67	0	  2.9456	0	34.0825	0	27.111	0	267.29	0	79.98	0	31.68	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   181.15	0	  2.9428	0	34.0670	0	27.098	0	270.07	0	80.80	0	31.53	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   171.17	0	  2.9103	0	34.0350	0	27.075	0	274.99	0	82.19	0	31.19	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   160.77	0	  2.8971	0	34.0195	0	27.064	0	279.91	0	83.62	0	31.16	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   151.59	0	  2.7841	0	33.9694	0	27.035	0	286.87	0	85.43	0	30.62	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   141.50	0	  2.7074	0	33.9296	0	27.01	0	296.60	0	88.14	0	29.97	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   131.77	0	  2.6709	0	33.9133	0	27.	0	304.20	0	90.30	0	29.50	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   120.10	0	  2.6555	0	33.8608	0	26.959	0	311.91	0	92.52	0	28.07	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   111.62	0	  2.8198	0	33.8377	0	26.923	0	316.29	0	94.19	0	26.63	0
5146SoOcn	 8	C	02/27/2008	10:32	  30.753	-50.490		   101.16	0	  3.4946	0	33.7923	0	26.816	0	318.11	0	96.30	0	25.23	0
